6967,-,Social Science CCE Edition,"Bhatnagar, N, Sangal, A and Dubey, M",Frank Educational Aids,-,-,8th Standard,-,-,430
6969,-,Success With Getting Ahead In Social Science,"Sridharan ,Vijaya",Orient BlackSwan,-,-,8th Standard,-,-,410
6970,-,History And Civics,"Mukherji, S.",Bharti Bhavan publisers & distributors,-,-,8th Standard,-,-,135
6971,-,My Wonderful Book Of Social Science,"Yadav, Geeta Chadha",Cordova Publication Pvt. Ltd.,-,-,8th Standard,-,-,490
6972,-,Discovering Civics,-,-,-,-,8th Standard,-,-,460
6973,-,Social Science,-,Yellow Bird Publications Pvt. Ltd.,-,-,8th Standard,-,-,345
6974,-,Social Studies,"Rajan, Raviv",Viva Education,-,-,8th Standard,-,-,395
6975,-,Pathways To Social Studies,"Bhatnagar, N, Sangal, A and Dubey, M",Frank Educational Aids,-,-,8th Standard,-,-,395
6976,-,Millennium's Social Science,"Dutta, S.",-,-,-,8th Standard,-,-,359
6977,-,Around the Globe,-,Inspiration Publication,-,-,8th Standard,-,-,449
6978,-,Discovering Geography,-,-,-,-,8th Standard,-,-,284
6979,-,Discovering History,-,-,-,-,8th Standard,-,-,463
6980,-,PruQuest Integrated Social Studies,-,-,-,-,8th Standard,-,-,390
6981,-,Our World Then And Now Book 3,"Mukherji, S.",Bharti Bhavan publisers & distributors,-,-,8th Standard,-,-,340
6982,-,Let's Discover History,-,Periwinkle  Books,-,-,8th Standard,-,-,200
6983,-,Let's Discover Social And Political Life,-,Periwinkle  Books,-,-,8th Standard,-,-,130
6984,-,Social Studies CCE Edition,-,Viva Education,-,-,8th Standard,-,-,395
6985,-,Genius Kidz Social Studies,-,Genius Kids Publications,-,-,8th Standard,-,-,450
6986,-,Our World Then And Now Book 3,"Mukherji, S.",Bharti Bhavan publisers & distributors,-,-,8th Standard,-,-,320
6987,-,My Canvas Literature reader,-,Pearson,-,-,5th Standard,-,-,150
6988,-,English Junction Literature Reader,"Bakshi,S and Nathan, S S",Sangam Books,-,-,5th Standard,-,-,148
6989,-,English Junction Workbook,"Bakshi,S and Nathan, S S",Sangam Books,-,-,5th Standard,-,-,206
6990,-,The English Channel,"Vaisoha, Maryann",Britannica Learning,-,-,5nd Standard,-,-,218
6991,-,Great Fun WIth Grammar,"Aggarwala, N K",Macmillan Education,-,-,5nd Standard,-,-,295
6992,-,Essentials Of English Grammar ANd Composition,"Pal, Rajendra",Sultan Chand Educational Publishers,-,-,5nd Standard,-,-,220
6993,-,Pearls An Integrated Course In English Coursebook,"Vasudev , H.",Future Kids Publication,-,-,5nd Standard,-,-,255
6994,-,Conquer English,"Tressler, D. A.; Niblett, N. N.",Good Luck Publihers limited,-,-,5nd Standard,-,-,284
6995,-,Go Grammar,"Vidyarthi, A and Anand, S",Future Kids Publication,-,-,5nd Standard,-,-,225
6996,-,Basic English Grammar And Composition,"Carrasco, E",Good Luck Publihers limited,-,-,5th Standard,-,-,219
6997,-,English Junction Coursebook,"Bakshi,S and Nathan, S S",Sangam Books,-,-,5nd Standard,-,-,288
6998,-,Firefly Plus Grammar And Composition Skillsheets,-,Fire Fly books,-,-,5nd Standard,-,-,0
6999,-,FireFly Plus Grammar And Composition,"Bhavnagarwala, T.",Fire Fly books,-,-,5nd Standard,-,-,210
7000,-,Language Structure,-,Inspiration Publication,-,-,5th Standard,-,-,319
7001,-,English Express,-,Hitaishi Publishers,-,-,5th Standard,-,-,290
7002,-,GREEN MEADOWS English Reader,-,"Allied Publishers Pvt, Ltd.",-,-,4th Standard,-,-,175
7003,-,Grammar In Action,-,Pinnacle Books Pvt.Ltd.,-,-,5th Standard,-,-,76
7004,-,Interactive Grammar Exercises,"Roadrigues, Carmeline",Sheth Publishing House,-,-,5th Standard,-,-,90
7005,-,The english Channel Coursebook,"Vaisoha, Maryann",Britannica Learning,-,-,5th Standard,-,-,380
7006,-,GREEN MEADOWS ENGLISH READER,-,"Allied Publishers Pvt, Ltd.",-,-,5th Standard,-,-,175
7007,-,Adept English Grammar,-,-,-,-,5th Standard,-,-,180
7008,-,Connect with Grammar,-,Amanda Imprint & Laxmi Publications,-,-,5th Standard,-,-,195
7009,-,Perfect Grammar for effective Communication,"Sameeran, P",Arrow Publication Pvt. Ltd.,-,-,5th Standard,-,-,215
7010,-,Grammar Plus,-,Ratna Sagar Pvt. Ltd.,-,-,5th Standard,-,-,220
7011,-,The Grammarite,-,Britannica Learning,-,-,5th Standard,-,-,285
7012,-,Great Fun With Grammar,"Aggarwal, N K",Macmillan Education,-,-,6th Standard,-,-,300
7013,-,My Canvas,-,Pearson,-,-,6th Standard,-,-,160
7014,-,The English Channel Practice Book,"Vaisoha, Maryann",Britannica Learning,-,-,6th Standard,-,-,222
7015,-,English Junction Workbook,"Bakshi,S and Nathan, S S",Sangam Books,-,-,6th Standard,-,-,212
7016,-,My English Garden Workbook,-,Madhuban Educational Books,-,-,6th Standard,-,-,220
7017,-,Growing With Grammar,-,Frank Educational Aids,-,-,6th Standard,-,-,295
7018,-,Essentials Of English Grammar And Composition,"Pal, Rajendra",Sultan Chand Educational Publishers,-,-,6th Standard,-,-,235
7019,-,Go Grammar,"Anand, S",Future Kids Publication,-,-,6th Standard,-,-,24
7020,-,Pearls An Integrated Course In English Coursebook,"Nayak, A.",Future Kids Publication,-,-,6th Standard,-,-,260
7021,-,English First Coursebook,"Jacob, C",Viva Education,-,-,6th Standard,-,-,255
7022,-,English First Coursebook,"Jacob, C",Viva Education,-,-,6th Standard,-,-,255
7023,-,English First Coursebook,"Jacob, C",Viva Education,-,-,6th Standard,-,-,255
7024,-,English First Coursebook,"Jacob, C",Viva Education,-,-,6th Standard,-,-,255
7025,-,The English Channel Coursebook,"Vaisoha, Maryann",Britannica Learning,-,-,6th Standard,-,-,390
7026,-,English First Supplementary Reader,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,145
7027,-,English First Supplementary Reader,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,145
7028,-,English Junction Literature Reader,"Bakshi,S and Nathan, S S",Sangam Books,-,-,6th Standard,-,-,150
7029,-,Integrated Skill Enhancer in English Language,Vikas,Laxmi Publications (P) Ltd.,-,-,6th Standard,-,-,360
7030,-,Perfect Grammar For Effective Communication,"Sameeran, P",Arrow Publications Pvt. Ltd.,-,-,6th Standard,-,-,235
7031,-,Adept English Grammar,-,-,-,-,6th Standard,-,-,190
7032,-,Connect With Grammar And Composition,"Dhilon, R.S.",Amanda Imprint & Laxmi Publications,-,-,6th Standard,-,-,325
7033,-,English First Workbook,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,145
7034,-,Interactive Grammar,"Roadrigues, Carmeline",Sheth Publishing House,-,-,6th Standard,-,-,96
7035,-,English Express Grammar,-,Hitaishi Publishers,-,-,6th Standard,-,-,290
7036,-,The Grammarite,-,Britannica Learning,-,-,6th Standard,-,-,315
7037,-,Green Meadows,-,"Allied Publishers Pvt, Ltd.",-,-,6th Standard,-,-,215
7038,-,Basic English Grammar And Composition,"Carrasco, E",Good Luck Publishers Limited,-,-,6th Standard,-,-,232
7039,-,My Canvas,-,Pearson,-,-,6th Standard,-,-,325
7040,-,Language Structure,-,Inspiration Publication,-,-,6th Standard,-,-,329
7041,-,English Grammar And Composition,-,Yellow Bird Publications Pvt. Ltd.,-,-,6th Standard,-,-,250
7042,-,English Junction Coursebook,"Bakshi,S and Nathan, S S",Sangam Books,-,-,6th Standard,-,-,302
7043,-,Great Fun with Grammar,"Aggarwala, N K",Macmillan Education,-,-,7th Standard,-,-,310
7044,-,English Express A Textbook of English Grammar,-,Hitaishi Publishers,-,-,7th Standard,-,-,290
7045,-,english Junction Literature Reader,"Bakshi,S and Nathan, S S",Sangam Books,-,-,7th Standard,-,-,150
7046,-,English Junction Workbook,"Thomas, Samson",Sangam Books,-,-,7th Standard,-,-,215
7047,-,Pearls Main Course Book,-,Future Kids Publication,-,-,7th Standard,-,-,265
7048,-,The English Channel Coursebook,"Bedadur, Nivedita",Britannica Learning,-,-,7th Standard,-,-,395
7049,-,Go Grammar,"Vidyarthi, A and Anand, S",Future Kids Publication,-,-,7th Standard,-,-,245
7050,-,English First Workbook,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,155
7051,-,English First Workbook CCE Edition,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,140
7052,-,The English Channel Practice Book,"Bedadur, Nivedita",Britannica Learning,-,-,7th Standard,-,-,230
7053,-,My Canvas Literature Reader,-,Pearson,-,-,7th Standard,-,-,170
7054,-,My English Garden Workbook,-,Madhuban,-,-,7th Standard,-,-,220
7055,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,265
7056,-,Essentials Of English Grammar And Composition,"Pal, Rajendra",Sultan Chand Educational Publishers,-,-,7th Standard,-,-,245
7057,-,Growing With Grammar,-,Frank Educational Aids,-,-,7th Standard,-,-,315
7058,-,Perfect Grammar For Effective Communication,"Sameeran, padmini",Arrow Publication Pvt. Ltd.,-,-,7th Standard,-,-,234
7059,-,Integrated Skill Enhancer in English Language,-,Laxmi Publications (P) Ltd.,-,-,7th Standard,-,-,360
7060,-,ENGLISH CONVERSATION FOR YOU,"Sameeran, padmini",Arrow Publication Pvt. Ltd.,-,-,7th Standard,-,-,134
7061,-,Adept English Grammar,-,-,-,-,7th Standard,-,-,200
7062,-,Interactive Grammar Exercises,"Roadrigues, Carmeline",Sheth Publishing House,-,-,7th Standard,-,-,98
7063,-,English Junction Coursebook,"Bakshi,S and Nathan, S S",Sangam Books,-,-,7th Standard,-,-,0
7064,-,English First Supplementary Reader,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,150
7065,-,Basic English Grammer And Composition,"Carrasco, E",Good Luck Publishers Limited,-,-,7th Standard,-,-,242
7066,-,Green Meadows English Reader,-,"Allied Publishers Pvt, Ltd.",-,-,7th Standard,-,-,235
7067,-,Connect With Grammar And Composition,-,Amanda Imprint & Laxmi Publications,-,-,7th Standard,-,-,325
7068,-,English Grammar And Composition,-,Yellow Bird Publications Pvt. Ltd.,-,-,7th Standard,-,-,310
7069,-,The Grammarite,-,Britannica Learning,-,-,7th Standard,-,-,340
7070,-,My Canvas Coursebook,-,Pearson,-,-,7th Standard,-,-,335
7071,-,The English Channel Literature Reader,"Vaisoha, Maryann",Britannica Learning,-,-,8th Standard,-,-,150
7072,-,My Canvas Literature Reader,-,Pearson,-,-,8th Standard,-,-,180
7073,-,My English Garden Workbook,-,Madhuban Educational Books,-,-,8th Standard,-,-,220
7074,-,The English Channel Revised Practice Book,"Vaisoha, Maryann",Britannica Learning,-,-,8th Standard,-,-,235
7075,-,English First Workbook,"Kaushik, Sharda",Viva Education,-,-,8th Standard,-,-,145
7076,-,Pearls An Integrated Coursebook,"Vasudev , H.",Future Kids Publication,-,-,8th Standard,-,-,270
7077,-,English First Workbook,"Kaushik, Sharda",Viva Education,-,-,8th Standard,-,-,145
7078,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,8th Standard,-,-,295
7079,-,Go Grammar,"Vidyarthi, A and Anand, S",Future Kids Publication,-,-,8th Standard,-,-,255
7080,-,ABD'S Interactive English,"Dogra, S",Arya Book Depot,-,-,8th Standard,-,-,380
7081,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,8th Standard,-,-,275
7082,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,8th Standard,-,-,295
7083,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,8th Standard,-,-,275
7084,-,The English Channel Revised Coursebook,"Vaisoha, Maryann",Britannica Learning,-,-,8th Standard,-,-,400
7085,-,Language Structure,-,Inspiration Publication,-,-,8th Standard,-,-,349
7086,-,Adept English Grammar,-,-,-,-,8th Standard,-,-,210
7087,-,English Junction Coursebook,"Bakshi,S and Nathan, S S",Sangam Books,-,-,8th Standard,-,-,318
7088,-,Interactive Grammar,"Roadrigues, Carmeline",Sheth Publishing House,-,-,8th Standard,-,-,98
7089,-,The Grammarite,-,Britannica Learning,-,-,8th Standard,-,-,345
7090,-,Green Meadows English Reader,-,"Allied Publishers Pvt, Ltd.",-,-,8th Standard,-,-,245
7091,-,English Grammar And Composition,-,Yellow Bird Publications Pvt. Ltd.,-,-,8th Standard,-,-,310
7092,-,English Express,"Gupta, A",Hitaishi Publishers,-,-,8th Standard,-,-,340
7093,-,Great Fun With Grammar,"Aggarwala, N K",Macmillan Publisher India Ltd,-,-,8th Standard,-,-,315
7094,-,English Junction Workbook,"Bakshi,S and Nathan, S S",Sangam Books,-,-,8th Standard,-,-,218
7095,-,English Junction Literature Reader,"Bakshi,S and Nathan, S S",Sangam Books,-,-,8th Standard,-,-,150
7096,-,Essentials Of English Grammar And Composition,"Pal, Rajendra",Sultan Chand Educational Publishers,-,-,8th Standard,-,-,260
7097,-,Perfect Grammar For Effective Communication,"Sameeran, P",Arrow Publications Pvt. Ltd.,-,-,8th Standard,-,-,235
7098,-,My Canvas Coursebook,-,Pearson,-,-,8th Standard,-,-,345
7103,-,English First Supplementary Reader,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,145
7104,-,English First Supplementary Reader,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,100
7105,-,English First Supplementary Reader,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,145
7106,-,English First Supplementary Reader,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,145
7107,-,English First Supplementary Reader,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,150
7108,-,English First Supplementary Reader,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,150
7109,-,English First Supplementary Reader,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,150
7110,-,English First Supplementary Reader,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,150
7111,-,English First Supplementary Reader,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,150
7112,-,Mastering Grammar,"Burns, D...et all",Cordova Publications pvt. Ltd,-,-,5th Standard,-,-,245
7113,-,English Reader,"Kumar, V",-,-,-,6th Standard,-,-,290
7114,-,Reader For Sustained Silent Reading,-,"Nine Hats, Chetna Publication",-,-,4th Standard,-,-,165
7115,-,Reader For Sustained Silent Reading,-,"Nine Hats, Chetna Publication",-,-,3rd Standard,-,-,165
7116,-,Reader For Sustained Silent Reading,-,"Nine Hats, Chetna Publication",-,-,3rd Standard,-,-,205
7117,-,Reader For Sustained Silent Reading,-,"Nine Hats, Chetna Publication",-,-,4th Standard,-,-,215
7118,-,Reader For Sustained Silent Reading,-,"Nine Hats, Chetna Publication",-,-,5th Standard,-,-,215
7119,-,Reader For Sustained Silent Reading,-,"Nine Hats, Chetna Publication",-,-,7th Standard,-,-,190
7120,-,Firefly Plus Magic Touch Reader,-,firefly books,-,-,5th Standard,-,-,130
7121,-,Firefly Plus Magic Touch Reader,-,firefly books,-,-,4th Standard,-,-,130
7122,-,Reader For Sustained Silent Reading,-,"Nine Hats, Chetna Publication",-,-,6th Standard,-,-,180
7123,-,Reader For Sustained Silent Reading,-,"Nine Hats, Chetna Publication",-,-,1st  Standard,-,-,160
7124,-,Reader For Sustained Silent Reading,-,"Nine Hats, Chetna Publication",-,-,2nd Standard,-,-,180
7125,-,Grammar and Creative Writing,-,"Nine Hats, Chetna Publication",-,-,8th Standard,-,-,195
7126,-,Grammar and Creative Writing,-,"Nine Hats, Chetna Publication",-,-,5th Standard,-,-,170
7127,-,Grammar and Creative Writing,-,"Nine Hats, Chetna Publication",-,-,6th Standard,-,-,190
7128,-,Grammar and Creative Writing,-,"Nine Hats, Chetna Publication",-,-,7th Standard,-,-,190
7129,-,English Reader,"Kumar, V",-,-,-,5th Standard,-,-,260
7130,-,English Reader,"Kumar, V",-,-,-,8th Standard,-,-,299
7131,-,Grammar Candy,"Gupta,Seema",G. Ram Books (P) Ltd.,-,-,8th Standard,-,-,276
7132,-,English Reader,-,-,-,-,7th Standard,-,-,295
7133,-,English First Workbook,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,170
7134,-,English First Workbook,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,170
7135,-,English First Workbook,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,170
7136,-,Everyday English Grammar And Composition,-,Viva Education,-,-,8th Standard,-,-,335
7137,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,275
7138,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,275
7139,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,275
7140,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,255
7141,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,6th Standard,-,-,275
7142,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,285
7143,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,285
7144,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,285
7145,-,English First Coursebook,"Kaushik, Sharda",Viva Education,-,-,7th Standard,-,-,285
7146,-,English First Coursebook,"Nath, G",Viva Education,-,-,7th Standard,-,-,285
7147,-,English First Coursebook,"Nath, G",Viva Education,-,-,7th Standard,-,-,285
7148,-,Firefly Plus Magic Touch Reader,-,firefly books,-,-,1st  Standard,-,-,125
7149,-,Firefly Plus Magic Touch Reader,-,firefly books,-,-,2nd Standard,-,-,125
7150,-,Real English Supplementary Reader,"Jacob, C",Viva Education,-,-,6th Standard,-,-,155
7151,-,Real English Workbook,"Nath, G",Viva Education,-,-,6th Standard,-,-,190
7152,-,Real English Coursebook,"Jacob, C",Viva Education,-,-,6th Standard,-,-,295
7153,-,Real English Coursebook,"Jacob, C",Viva Education,-,-,6th Standard,-,-,295
7154,-,The Grammar Gate,"Rao, N.D.V.P.",S.Chand Publication,-,-,6th Standard,-,-,295
7155,-,NCERT English Practice Book,"Kumar, D",S.Chand Publication,-,-,6th Standard,-,-,110
7156,-,The English Connection Coursebook,-,S.Chand Publication,-,-,6th Standard,-,-,340
7157,-,Grammar And Creative Writing,-,"Nine Hats, Chetna Publication",-,-,6th Standard,-,-,210
7158,-,Everyday English Grammar And Composition,"Bahadur, A , Puri, S and Sreetilak, S",Viva Education,-,-,6th Standard,-,-,285
7161,-,Chicken soup for the soul :Indian women,"Canfield, Jack",Wilco Publishing House,-,-,Non - fiction,-,-,0
7163,-,The Giraffe and the pelly and me,-,Penguin Books,-,-,Strories,-,-,299
7164,-,The great river magic,-,Scholastic,-,-,Strories,-,-,175
7165,-,The essential collection for young readers,"Bond, Ruskin",-,-,-,Strories,-,-,195
7166,-,The naughtiest girl in the school 1,Blyton Enid,Hachette children books ;Hodder,-,-,Novel,-,-,299
7167,-,The naughtiest girl again 2,Blyton Enid,Hachette children books ;Hodder,-,-,Novel,-,-,299
7168,-,The naughtiest girl is a monitor- 3,Blyton Enid,Hachette children books ;Hodder,-,-,Novel,-,-,299
7169,-,The naughtiest girl keeps secret -5,Blyton Enid,Hachette children books ;Hodder,-,-,Novel,-,-,299
7170,-,The naughtiest girl saves the day -7,Blyton Enid,Hachette children books ;Hodder,-,-,Novel,-,-,299
7171,-,The naughtiest girl marches on -10,Blyton Enid,Hachette children books ;Hodder,-,-,Novel,-,-,299
7172,-,People who made history,-,Ratna  Sagar,-,-,Other,-,-,149
7173,-,Diary of a Wimpy Kid old school,-,Puffin Books,-,-,Novel,-,-,399
7174,-,The Secret Seven,-,Hachette book publishing,-,-,Strories,-,-,250
7175,-,The famous five other stories,Blyton Enid,Hachette book publishing,-,-,Strories,-,-,125
7176,-,Here's the Naughtiest girl,Blyton Enid,Hachette book publishing,-,-,Strories,-,-,199
7177,-,Summer stories,Blyton Enid,Hachette book publishing,-,-,Strories,-,-,195
7178,-,Second form Malory Towers,Blyton Enid,Hachette book publishing,-,-,Strories,-,-,250
7179,-,The mystery of the secret room,Blyton Enid,Hachette book publishing,-,-,Strories,-,-,350
7180,-,Round the clock,Blyton Enid,Hachette book publishing,-,-,Strories,-,-,245
7181,-,The fly away cottage and other stories,Blyton Enid,Hachette book publishing,-,-,Strories,-,-,450
7182,-,Grandma's of stories,Blyton Enid,Hachette book publishing,-,-,Strories,-,-,250
7183,-,The lost symbol,"Brown, Dan",-,-,-,Novel,-,-,399
7184,-,George's marvellous medicine,-,Puffin Books,-,-,Novel,-,-,299
7185,-,The adventures of Sherlock Holmes,Doyle A C,Jaico publising house,-,-,Novel,-,-,135
7186,-,Great stories for children,"Bond, Ruskin",Rupa Publication,-,-,Strories,-,-,195
7187,-,The famous five other stories,Blyton Enid,Hachette book publishing,-,-,Strories,-,-,299
7188,-,The book of ram,Pattanaik Devdutt,Penguin Books India Pvt.Ltd.,-,-,Novel,-,-,299
7189,-,Harry Potter:The philosopher's stone,Rowling J K,Bloomsbury publishing,-,-,Novel,-,-,0
7190,-,Harry Potter and the chamber of secrets,Rowling J K,Bloomsbury publishing,-,-,Novel,-,-,0
7191,-,Harry Potter and the prisoner of Azkaban,Rowling J K,Bloomsbury publishing,-,-,Novel,-,-,0
7192,-,Harry Potter and the Goblet of fire,Rowling J K,Bloomsbury publishing,-,-,Novel,-,-,0
7193,-,Harry Potter and the order of the phoenix,Rowling J K,Bloomsbury publishing,-,-,Novel,-,-,0
7194,-,Harry Potter and the half blood prince,Rowling J K,Bloomsbury publishing,-,-,Novel,-,-,0
7195,-,Harry Potter and the deathly hallows,Rowling J K,Bloomsbury publishing,-,-,Novel,-,-,0
7196,-,The folk of the Faraway tree,Blyton Enid,-,-,-,Novel,-,-,299
7197,-,The bird with Golden wings,-,Puffin Books,-,-,Strories,-,-,199
7198,-,Fun in devlok kama vs yama,Pattanaik Devdutt,Puffin Books,-,-,Novel,-,-,125
7199,-,Charlie and the great glass elevator,Dahl Roald,Puffin Books,-,-,Novel,-,-,399
7200,-,The kalam effect,-,HarperCollins Publishers India,-,-,Other,-,-,250
7201,-,The alchemist,-,HarperCollins Publishers India,-,-,Novel,-,-,350
7202,-,Revolution 2020,"Bhagat, Chetan",Rupa Publication,-,-,Novel,-,-,140
7203,-,Who will cry when you die?,-,Jaico publising house,-,-,Other,-,-,175
7204,-,The hidden pool,"Bond, Ruskin",Puffin Books,-,-,Fiction,-,-,150
7205,-,An identity card for Krishna,Pattanaik Devdutt,Puffin Books,-,-,Novel,-,-,125
7206,-,The boys who fought,Pattanaik Devdutt,Puffin Books,-,-,Fiction,-,-,199
7207,-,Charlie and the great glass elevator,Dahl Roald,Puffin Books,-,-,Novel,-,-,350
7208,-,Steve jobs: the man who thought different,-,Bloomsbury publishing,-,-,Other,-,-,499
7209,-,The emperor's ring: The adventures of Feluda,Ray Satyajit,Puffin Books,-,-,Novel,-,-,150
7210,-,Danny the champion of the world,Dahl Roald,Puffin Books,-,-,Novel,-,-,350
7211,-,You can win,Khera Shiv,Bloomsbury publishing,-,-,Other,-,-,399
7212,-,The adventures of Feluda: the royal bengal mystery,Ray Satyajit,Puffin Books,-,-,Novel,-,-,150
7213,-,The famous five: five get into trouble,Blyton Enid,Hachette book publishing,-,-,Fiction,-,-,299
7214,-,My inventions: the autobiography of Nikola Tesla,-,-,-,-,Non - fiction,-,-,245
7215,-,Mother Teresa: little acts of love,add,Amar Chitra Katha,-,-,Comic book : Visionaries,-,-,50
7216,-,Tenzing Norgay:on top of the world,-,Amar Chitra Katha,-,-,Non - fiction,-,-,50
7217,-,Jim Corbett: friend of the wild,add,Amar Chitra Katha,-,-,Comic book : Visionaries,-,-,50
7218,-,Vaishno Devi : goddess of the hills,add,Amar Chitra Katha,-,-,Epics & Mythology,-,-,50
7219,-,Tirupati : the lord of tirumala,add,Amar Chitra Katha,-,-,Epics & Mythology,-,-,50
7220,-,Tales of Indra : lord of thunder,add,Amar Chitra Katha,-,-,Epics & Mythology,-,-,50
7221,-,Manorama yearbook 2019,-,-,-,-,Reference,-,-,300
7222,-,Rahim ke Dohe,-,-,-,-,Reference,-,-,100
7223,-,Famous illustrated tales of Vikram and Betal,-,-,-,-,Other,-,-,90
7224,-,The world as i see it,Einstein Albert,-,-,-,General,-,-,195
7225,-,The house of death:the adventures of feluda,Ray Satyajit,Puffin Books,-,-,Detective novel,-,-,150
7226,-,Collection:three exciting stories in one,Blyton Enid,-,-,-,General,-,-,695
7227,-,The witches,Dahl Roald,Penguin Books,-,-,General,-,-,350
7228,-,The 5 am club,Robin Sharma,Jaico publising house,-,-,General,-,-,350
7229,-,Life is what you make it,"Shenoy, Preeti",-,-,-,General,-,-,150
7230,-,Life is what you make it,"Shenoy, Preeti",-,-,-,General,-,-,150
7231,-,Think and grow rich,"Hill, Napoleon",Amazing reads,-,-,Non - fiction,-,-,150
7232,-,How to develop selfconfidence and influence people by public speaking,"Carnegie, Dale",-,-,-,Non - fiction,-,-,150
7233,-,52 lessons for life,"Hill, Napoleon",HarperCollins Publishers India,-,-,Non - fiction,-,-,199
7234,-,Taranauts : The quest for the shyn emeralds,"Pai, Roopa",Hachette book publishing,-,-,sciene fiction,-,-,299
7235,-,Taranauts: the riddle of the lustr sapphires,"Pai, Roopa",Hachette book publishing,-,-,sciene fiction,-,-,299
7236,-,Taranauts: the secret of the sparkl amethysts,"Pai, Roopa",Hachette book publishing,-,-,sciene fiction,-,-,299
7237,-,Taranauts: the race for the glo rubies,"Pai, Roopa",Hachette book publishing,-,-,sciene fiction,-,-,299
7238,-,Taranauts: the mystery of the syntilla silvers,"Pai, Roopa",Hachette book publishing,-,-,sciene fiction,-,-,299
7239,-,Taranauts :the key to the Shimr Gitrines,"Pai, Roopa",Hachette book publishing,-,-,sciene fiction,-,-,299
7240,-,Taranauts:the search for the Glytr Turquoises,"Pai, Roopa",Hachette book publishing,-,-,Sci - fiction,-,-,299
7241,-,Taranauts:the magic of the Dazl Corals,"Pai, Roopa",Hachette book publishing,-,-,Sci - fiction,-,-,299
7242,-,Children's illustrated internet linked encyclopedia,-,D.K.Publishing,-,-,Reference,-,-,0
7243,-,Tell me about ?,-,Chancellor Press,-,-,Reference,-,-,350
7244,-,Animals of the world,-,Parragon,-,-,Reference,-,-,195
7245,-,Wild world: the utimate guide to awesome animals,-,Parragon,-,-,Reference,-,-,550
7246,-,Oceans:the children encyclopedia,-,Parragon,-,-,Reference,-,-,595
7247,-,Children's illustrated encyclopedia,-,D.K.Publishing,-,-,Reference,-,-,0
7248,-,What could it be?,-,-,-,-,Kids book,-,-,0
7249,-,Stories for two years old,-,-,-,-,Kids book,-,-,0
7250,-,Come on daisy,-,-,-,-,Kids book,-,-,0
7251,-,My first picture encyclopedia,-,Parragon,-,-,Reference,-,-,395
7252,-,100 Indians who made history,-,D.K.Publishing,-,-,Reference,-,-,399
7253,-,My first encyclopedia:step inside and discover our world,-,Parragon,-,-,Reference,-,-,595
7254,-,Mighty machines: fascinating facts about the most powerful machines,-,Parragon,-,-,Reference,-,-,295
7255,-,Geography of the world,-,DK Publishing,-,-,Reference,-,-,2150
7256,-,Walking with dinosaurs:a natural history,-,-,-,-,Reference,-,-,0
7257,-,The 3 mistakes of my life,"Bhagat, Chetan",Rupa Publication,-,-,Fiction,-,-,140
7258,-,An autobiography:the story of my experiments with truth,-,Navajivan publishing house,-,-,Non - fiction,-,-,50
7259,-,See you at the top,"Ziglar, zig",Magna publishing co ltd,-,-,Non - fiction,-,-,175
7260,-,Puzzles to puzzle you,"Devi, Shakuntala",-,-,-,Non - fiction,-,-,55
7261,-,Puzzles to puzzle you,"Devi, Shakuntala",-,-,-,Non - fiction,-,-,55
7262,-,More puzzles,"Devi, Shakuntala",-,-,-,Non - fiction,-,-,65
7263,-,More puzzles,-,-,-,-,Non - fiction,-,-,65
