GR_NO,c1,c2,c3,c4,c5,c6,c7,C8,C9
3555,155781,155781,155781,155781, , ,155781, , 
3556,410670813112,410670813112,410670813112,410670813112, , ,410670813112, , 
3557,410665954899,410665954899,410665954899,410665954899, , ,410665954899, , 
3558,882166, , , , , ,882166, , 
3559, , , , , , , , , 
3560,SBIN524107540157, , , , , ,SBIN524107540157, , 
3561,000091, , , , , ,000091, , 
3562,000033, , , , , ,000033, , 
3563,000648, , , , , ,000648, , 
3564, , , , , , , , , 
3565, , , , , , , , , 
3566,410674710257, , , , , ,410674710257, , 
3567,447621706351 (19/4/24), , , , , ,447621706351 (19/4/24), , 
3568,000120, , , , , ,000120, , 
3569,410656551904 (15/4/24), , , , , ,410656551904 (15/4/24), , 
3570,000034,000034, , , , ,000034, , 
3573,410679242007, , , , , ,410679242007, , 
3575,000545,000545,000545,000545, , ,000545, , 
3576,IMPS=411812322391=31987 (27/4/24)+IMPS=412914584273=45 (8/5/24),IMPS=411812322391=31987 (27/4/24)+IMPS=412914584273=45 (8/5/24),IMPS=411812322391=31987 (27/4/24)+IMPS=412914584273=45 (8/5/24),IMPS=411812322391=31987 (27/4/24)+IMPS=412914584273=45 (8/5/24), , ,IMPS=411812322391=31987 (27/4/24)+IMPS=412914584273=45 (8/5/24), , 
3577,798951,798951, , , , ,798951, , 
3579, , , , , , , , , 
3580,410615291745,410615291745, , , , ,410615291745, , 
3582,361469,361469,361469,361469, , ,361469, , 
3583,UPI=408636371335=2000+ UPI=408636419082=2000+ UPI=408636870895=6840 (26/3/24),UPI=408636371335=2000+ UPI=408636419082=2000+ UPI=408636870895=6840 (26/3/24),UPI=408636371335=2000+ UPI=408636419082=2000+ UPI=408636870895=6840 (26/3/24),UPI=408636371335=2000+ UPI=408636419082=2000+ UPI=408636870895=6840 (26/3/24), , ,UPI=408636371335=2000+ UPI=408636419082=2000+ UPI=408636870895=6840 (26/3/24), , 
3585,410315853423, , , , , ,410315853423, , 
3586,000022,000022, , ,000022, ,000022, , 
3587,000070, , , , , ,000070, , 
3588,199480,199480, , , , ,199480, , 
3590, , , , , , , , , 
3591, , , , , , , , , 
3592,926984,926984, , ,926984, ,926984, , 
3593,408711109165, , , , , ,408711109165, , 
3594,829601,829601, , , , ,829601, , 
3595,671553, , , , , ,671553, , 
3599,085642,085642, , , , ,085642, , 
3603,410010897792,410010897792, , , , ,410010897792, , 
3605, , , , , , , , , 
3608,012240,012240, , , , ,012240, , 
3609,085642,085642, , , , ,085642, , 
3612,410351506808 (12/4/24), , , , , ,410351506808 (12/4/24), , 
3615,000351,000351,000351,000351, , ,000351, , 
3616, , , , , , , , , 
3617, , , , , , , , , 
3618, , , , , , , , , 
3619, , , , , , , , , 
3620, , , , , , , , , 
3621, , , , , , , , , 
3622, , , , , , , , , 
3623, , , , , , , , , 
3624, , , , , , , , , 
3625, , , , , , , , , 
3626, , , , , , , , , 
3627, , , , , , , , , 
3628, , , , , , , , , 
3629, , , , , , , , , 
3630, , , , , , , , , 
3631, , , , , , , , , 
3632, , , , , , , , , 
3633, , , , , , , , , 
3634, , , , , , , , , 
3635, , , , , , , , , 
3636, , , , , , , , , 
3637, , , , , , , , , 
3645, , , , , , , , , 
3647,411157094810 (20/4/24), , , , , ,411157094810 (20/4/24), , 
3652,444607684779,444607684779, , , , ,444607684779, , 
3653,000001, , , , , ,000001, , 
3654,723533,723533, , , , ,723533, , 
3655,409418158522,409418158522, , , , ,409418158522, , 
3656, , , , , , , , , 
3657, , , , , , , , , 
3658, , , , , , , , , 
3659, , , , , , , , , 
3660, , , , , , , , , 
3661,409471410736 (3/4/24),409471410736 (3/4/24),409471410736 (3/4/24),409471410736 (3/4/24), , ,409471410736 (3/4/24), , 
3662, , , , , , , , , 
3665,408212988634,408212988634,408212988634,408212988634, , ,408212988634, , 
3668,UPI=411619085545=16286+UPI=411619768657=50 (25/4/24),UPI=411619085545=16286+UPI=411619768657=50 (25/4/24), , , , ,UPI=411619085545=16286+UPI=411619768657=50 (25/4/24), , 
3669,408623415887,408623415887,408623415887,408623415887, , ,408623415887, , 
3670,446609513387, , , , , ,446609513387, , 
3671,445903293413,445903293413,445903293413,445903293413, , ,445903293413, , 
3672,327716,327716,327716,327716, , ,327716, , 
3673,327716,327716,327716,327716, , ,327716, , 
3674,324689,324689, , , , ,324689, , 
3675,409420084450, , , , , ,409420084450, , 
3676,409915798706 (8/4/24),409915798706 (8/4/24), , , , ,409915798706 (8/4/24), , 
3677,000039,000039, , , , ,000039, , 
3678,000153,000153, , , , ,000153, , 
3679,000102, , , , , ,000102, , 
3680,446300554060,446300554060, , , , ,446300554060, , 
3681,409227565773, , , , , ,409227565773, , 
3682,164458,164458, , , , ,164458, , 
3683,409908836143 (8/4/24), , , , , ,409908836143 (8/4/24), , 
3685,409451938918,409451938918, , , , ,409451938918, , 
3686,UPI=447200011660=16243 + UPI=410691614178=43 (15/04/24),UPI=447200011660=16243 + UPI=410691614178=43 (15/04/24), , , , ,UPI=447200011660=16243 + UPI=410691614178=43 (15/04/24), , 
3687,409473545400, , , , , ,409473545400, , 
3688,214491,214491, , , , ,214491, , 
3689,410488892859,410488892859, , , , ,410488892859, , 
3690,410415951487,410415951487, , , , ,410415951487, , 
3691,KKBKH24102833640, , , , , ,KKBKH24102833640, , 
3692,410030752155, , , , , ,410030752155, , 
3693,145113,145113,145113,145113, , ,145113, , 
3694,505592,505592, , , , ,505592, , 
3695,446609513387, , , , , ,446609513387, , 
3696,120195, , , , , ,120195, , 
3697, , , , , , , , , 
3698,446991655594 (12/4/24), , , , , ,446991655594 (12/4/24), , 
3699, , , , , , , , , 
3700,000253, , , , , ,000253, , 
3701,199480,199480, , , , ,199480, , 
3702,000060,000060, , , , ,000060, , 
3703,410627680547,410627680547, , , , ,410627680547, , 
3704,041366,041366,041366,041366, , ,041366, , 
3705,947455,947455, , , , ,947455, , 
3706,446093792859 (3/4/24), , , , , ,446093792859 (3/4/24), , 
3707,000119,000119, , , , ,000119, , 
3708,000120, , , , , ,000120, , 
3709, , , , , , , , , 
3710,447235858119 (15/4/24),447235858119 (15/4/24), , , , ,447235858119 (15/4/24), , 
3711, , , , , , , , , 
3712, , , , , , , , , 
3713,430714, , , , , ,430714, , 
3715,N105242988183824,N105242988183824, , , , ,N105242988183824, , 
3716,N094242968033441 (3/4/24), , , , , ,N094242968033441 (3/4/24), , 
3717,PUNBZ24107156468, , , , , ,PUNBZ24107156468, , 
3718,006463, , , , , ,006463, , 
3719,001318,001318,001318,001318, , ,001318, , 
3720,409320652917, , , , , ,409320652917, , 
3721,410653245379, , , , , ,410653245379, , 
3722, , , , , , , , , 
3723,409480417286, , , , , ,409480417286, , 
3724, , , , , , , , , 
3725,408267487812,408267487812,408267487812,408267487812, , ,408267487812, , 
3726,447991450750,447991450750, , , , ,447991450750, , 
3727,N089242958677872, , , , , ,N089242958677872, , 
3728, , , , , , , , , 
3729,410486941565 (13/4/24), , , , , ,410486941565 (13/4/24), , 
3730,409622871974 (5/4/24), , , , , ,409622871974 (5/4/24), , 
3732,326030, , , , , ,326030, , 
3733,410615919486, , , , , ,410615919486, , 
3734,409522659476, , , , , ,409522659476, , 
3735,410315006483, , , , , ,410315006483, , 
3736,N149243059189972 (28/5/24),N149243059189972 (28/5/24), , , , ,N149243059189972 (28/5/24), , 
3737,672619, , , , , ,672619, , 
3738, , , , , , , , , 
3739,410635786656, , , , , ,410635786656, , 
3740,000685,000685,000685,000685, , ,000685, , 
3741, , , , , , , , , 
3742,446900778612, , , , , ,446900778612, , 
3745, , , , , , , , , 
3746,IMPS=410614740872=10000 (15/4/24)+UPI=411474773215=6286 (23/4/24),IMPS=410614740872=10000 (15/4/24)+UPI=411474773215=6286 (23/4/24), , , , ,IMPS=410614740872=10000 (15/4/24)+UPI=411474773215=6286 (23/4/24), , 
3747,039911, , , , , ,039911, , 
3749,410619350595, , , , , ,410619350595, , 
3751, , , , , , , , , 
3752,410606759109, , , , , ,410606759109, , 
3753,000066,000066, , , , ,000066, , 
3756,000034,000034, , , , ,000034, , 
3757,410433542390,410433542390, , , , ,410433542390, , 
3758,000107,000107,000107,000107, , ,000107, , 
3759,410690141833,410690141833, , , , ,410690141833, , 
3760,410033633097,410033633097,410033633097,410033633097, , ,410033633097, , 
3762, , , , , , , , , 
3763, , , , , , , , , 
3764,410652412664,410652412664, , , , ,410652412664, , 
3765,410999751118,410999751118, , , , ,410999751118, , 
3766,145164, , , , , ,145164, , 
3767,235352,235352, , , , ,235352, , 
3769, , , , , , , , , 
3771,UPI=408250098201=58872(22/3/24)+UPI=41070234837=2000(15/4/23)+UPI=410607935936=29272 (15/4/24),UPI=408250098201=58872(22/3/24)+UPI=41070234837=2000(15/4/23)+UPI=410607935936=29272 (15/4/24),UPI=408250098201=58872(22/3/24)+UPI=41070234837=2000(15/4/23)+UPI=410607935936=29272 (15/4/24),UPI=408250098201=58872(22/3/24)+UPI=41070234837=2000(15/4/23)+UPI=410607935936=29272 (15/4/24), , ,UPI=408250098201=58872(22/3/24)+UPI=41070234837=2000(15/4/23)+UPI=410607935936=29272 (15/4/24), , 
3772, , , , , , , , , 
3773, , , , , , , , , 
3774,412501732440,412501732440, , , , ,412501732440, , 
3775,089822,089822, , , , ,089822, , 
3776,000024, , , , , ,000024, , 
3777,410670444835,410670444835, , , , ,410670444835, , 
3778,378055, , , , , ,378055, , 
3779,069246,069246, , , , ,069246, , 
3780,409995617979, , , , , ,409995617979, , 
3781,409444381601 (3/4/24), , , , , ,409444381601 (3/4/24), , 
3782,KKBKH24100808925, , , , , ,KKBKH24100808925, , 
3783,603502,603502,603502,603502, , ,603502, , 
3784, , , , , , , , , 
3785, , , , , , , , , 
3786,696291, , , , , ,696291, , 
3787,446918192376 (12/4/24), , , , , ,446918192376 (12/4/24), , 
3788,446647797136, , , , , ,446647797136, , 
3791,411053835835,411053835835, , , , ,411053835835, , 
3793, , , , , , , , , 
3795,000008,000008, , , , ,000008, , 
3796,000095, , , , , ,000095, , 
3797,436820,436820, , , , ,436820, , 
3798,410448262274, , , , , ,410448262274, , 
3800, , , , , , , , , 
3802,UPI=412427292176=8316+UPI=412400114834=300(3/5/24), , , , , ,UPI=412427292176=8316+UPI=412400114834=300(3/5/24), , 
3803,410629473650, , , , , ,410629473650, , 
3804,037276, , , , , ,037276, , 
3806,410619350595, , , , , ,410619350595, , 
3807, , , , , , , , , 
3808,HS92410139995589,HS92410139995589, , , , ,HS92410139995589, , 
3809,410563821243,410563821243, , , , ,410563821243, , 
3810, , , , , , , , , 
3811, , , , , , , , , 
3814, , , , , , , , , 
3815,410655197107, , , , , ,410655197107, , 
3816,411781793383, , , , , ,411781793383, , 
3818,446740975305,446740975305, , , , ,446740975305, , 
3819,016183,016183, , , , ,016183, , 
3820,000041, , , , , ,000041, , 
3821,000002, , , , , ,000002, , 
3822,000060, , , , , ,000060, , 
3823, , , , , , , , , 
3824, , , , , , , , , 
3826, , , , , , , , , 
3827,SBIN124078179209, , , , , ,SBIN124078179209, , 
3828,410709468846,410709468846,410709468846,410709468846, , ,410709468846, , 
3829,UPI=414145509186=31972+UPI=414145729427=175 (20/5/24),UPI=414145509186=31972+UPI=414145729427=175 (20/5/24),UPI=414145509186=31972+UPI=414145729427=175 (20/5/24),UPI=414145509186=31972+UPI=414145729427=175 (20/5/24), , ,UPI=414145509186=31972+UPI=414145729427=175 (20/5/24), , 
3830,412000810453, , , , , ,412000810453, , 
3831, , , , , , , , , 
3832,408212960751, , , , , ,408212960751, , 
3834,413444450449 (13/5/24), , , , , ,413444450449 (13/5/24), , 
3835,447611722020,447611722020, , , , ,447611722020, , 
3836,409381136383, , , , , ,409381136383, , 
3837,026939,026939,026939,026939, , ,026939, , 
3838,409333638692,409333638692,409333638692,409333638692, , ,409333638692, , 
3839,410311164340 (12/4/24), , , , , ,410311164340 (12/4/24), , 
3840,000339,000339,000339,000339, , ,000339, , 
3841, ,000604,000604, , , ,000604, , 
3842,000076,000076,000076,000076, , ,000076, , 
3843,412542258260,412542258260, , , , ,412542258260, , 
3844,000691,000691,000691,000691, , ,000691, , 
3845,446504389387 (8/4/24), , , , , ,446504389387 (8/4/24), , 
3846,409381136383, , , , , ,409381136383, , 
3847, , , , , , , , , 
3848, , , , , , , , , 
3849,409798952888,409798952888,409798952888,409798952888, , ,409798952888, , 
3850,924031,924031,924031,924031, , ,924031, , 
3854,000145,000145,000145,000145, , ,000145, , 
3856,408339857104,408339857104,408339857104,408339857104, , ,408339857104, , 
3857,409292100545,409292100545,409292100545,409292100545, , ,409292100545, , 
3858,408017685024,408017685024,408017685024,408017685024, , ,408017685024, , 
3862,UPI=410100734234=5000 (10/4/24)+UPI=410205494403=3443 (11/4/24), , , , , ,UPI=410100734234=5000 (10/4/24)+UPI=410205494403=3443 (11/4/24), , 
3863,411554939975,411554939975,411554939975,411554939975, , ,411554939975, , 
3864, , , , , , , , , 
3865,N098240207800348 (7/4/24),N098240207800348 (7/4/24), , , , ,N098240207800348 (7/4/24), , 
3866, , , , , , , , , 
3867,001357314059 (12/4/24),001357314059 (12/4/24),001357314059 (12/4/24),001357314059 (12/4/24), , ,001357314059 (12/4/24), , 
3868, , , , , , , , , 
3871,UPI=412486051147=16286 (4/5/24)+ UPI=412906518528=175 (8/5/24),UPI=412486051147=16286 (4/5/24)+ UPI=412906518528=175 (8/5/24), , , , ,UPI=412486051147=16286 (4/5/24)+ UPI=412906518528=175 (8/5/24), , 
3910,576365,576365, , , , ,576365, , 
3911,411489580860 ,411489580860 ,411489580860 ,411489580860 , , ,411489580860 , , 
3913,408281784691, , , , , ,408281784691, , 
3916, , , , , , , , , 
3917,000005,000005, , , , ,000005, , 
3920, , , , , , , , , 
3921, , , , , , , , , 
3923, , , , , , , , , 
3926, , , , , , , , , 
3928, , , , , , , , , 
3929, , , , , , , , , 
3930, , , , , , , , , 
3931, , , , , , , , , 
3932, , , , , , , , , 
3934, , , , , , , , , 
3935, , , , , , , , , 
3936, , , , , , , , , 
3937, , , , , , , , , 
3940, , , , , , , , , 
3941, , , , , , , , , 
3942, , , , , , , , , 
3943, , , , , , , , , 
3945, , , , , , , , , 
3946, , , , , , , , , 
3947, , , , , , , , , 
3948, , , , , , , , , 
3949, , , , , , , , , 
3951, , , , , , , , , 
3952, , , , , , , , , 
3953, , , , , , , , , 
3954,408207330786 (22/3/24),408207330786 (22/3/24), , , , ,408207330786 (22/3/24), , 
3955, , , , , , , , , 
3956,000145,000145,000145,000145, , ,000145, , 
3957, , , , , , , , , 
3958,401909,401909,401909,401909, , ,401909, , 
3959,000022,000022,000022,000022, , ,000022, , 
3960,410714062232,410714062232, , , , ,410714062232, , 
3961,410419763996, , , , , ,410419763996, , 
3962,665836,665836, , , , ,665836, , 
3963, , , , , , , , , 
3964,058161,058161,058161,058161, , ,058161, , 
3965,411414057017,411414057017, , , , ,411414057017, , 
3966, , , , , , , , , 
3967,000380, , , , , ,000380, , 
3969,588293,588293, , , , ,588293, , 
3970,001601,001601, , , , ,001601, , 
3971,001287,001287, , , , ,001287, , 
3972,445923908241, , , , , ,445923908241, , 
3973,295761,295761,295761,295761, , ,295761, , 
3974,409714599864,409714599864, , , , ,409714599864, , 
3975,120763,120763,120763,120763, , ,120763, , 
3976,356228,356228, , , , ,356228, , 
3977,000560,000560, , , , ,000560, , 
3978,000042, , , , , ,000042, , 
3979, , , , , , , , , 
3980,000346,000346,000346,000346, , ,000346, , 
3981, , , , , , , , , 
3982,868182,868182, , , , ,868182, , 
3983,780156, , , , , ,780156, , 
3984,410682456341,410682456341, , , , ,410682456341, , 
3985,248459, , , , , ,248459, , 
3986,UPI=410523562774=8143 (14/4/24)+UPI=410600462709=300(15/4/24), , , , , ,UPI=410523562774=8143 (14/4/24)+UPI=410600462709=300(15/4/24), , 
3987,410601330930, , , , , ,410601330930, , 
3988,001447,001447,001447,001447, , ,001447, , 
3989,446952959280 (12/4/24),446952959280 (12/4/24), , , , ,446952959280 (12/4/24), , 
3990,446583932891,446583932891, , , , ,446583932891, , 
3991,000011, , , , , ,000011, , 
3992,317000,317000, , , , ,317000, , 
3993, , , , , , , , , 
3994,013394,013394,013394,013394, , ,013394, , 
3995,022479, , , , , ,022479, , 
3997,909775, , , , , ,909775, , 
3998,410620171436, , , , , ,410620171436, , 
3999, , , , , , , , , 
4000, , , , , , , , , 
4001,410499541227 (13/4/24),410499541227 (13/4/24), , , , ,410499541227 (13/4/24), , 
4002,408826217103 (28/3/24),408826217103 (28/3/24), , , , ,408826217103 (28/3/24), , 
4003,N107242990976653,N107242990976653, , , , ,N107242990976653, , 
4004,N107242990980949,N107242990980949, , , , ,N107242990980949, , 
4005,159421,159421,159421,159421, , ,159421, , 
4006,004894,004894, , , , ,004894, , 
4007,409285580936,409285580936, , , , ,409285580936, , 
4008,000073, , , , , ,000073, , 
4009,410549655020,410549655020,410549655020,410549655020, , ,410549655020, , 
4010, , , , , , , , , 
4011,000047,000047, , , , ,000047, , 
4012, , , , , , , , , 
4013, , , , , , , , , 
4014,410615195072, , , , , ,410615195072, , 
4015, , , , , , , , , 
4016,000025,000025, , , , ,000025, , 
4017,448763129119 , , , , , ,448763129119 , , 
4018,410919457065,410919457065, , , , ,410919457065, , 
4020,411836019233,411836019233, , , , ,411836019233, , 
4021,410638829998, , , , , ,410638829998, , 
4023,000012,000012, , , , ,000012, , 
4024,409618620405,409618620405, , , , ,409618620405, , 
4025,410655713956,410655713956, , , , ,410655713956, , 
4026,000035, , , , , ,000035, , 
4027, , , , , , , , , 
4028, , , , , , , , , 
4029,000069,000069, , , , ,000069, , 
4030,000101,000101, , , , ,000101, , 
4031,000057, , , , , ,000057, , 
4032,043091,043091, , , , ,043091, , 
4033,408823101581,408823101581, , , , ,408823101581, , 
4034, , , , , , , , , 
4035, , , , , , , , , 
4036,061480, , , , , ,061480, , 
4037, , , , , , , , , 
4038,001343906600, , , , , ,001343906600, , 
4039,603503,603503,603503,603503, , ,603503, , 
4040,014535,014535, , , , ,014535, , 
4041,642670,642670,642670,642670, , ,642670, , 
4042, , , , , , , , , 
4043,951836, , , , , ,951836, , 
4044,000208,000208, , , , ,000208, , 
4045,410708579627,410708579627,410708579627,410708579627, , ,410708579627, , 
4046,631112,631112, , , , ,631112, , 
4048,000073,000073, , , , ,000073, , 
4049, , , , , , , , , 
4050,411677188266,411677188266, , , , ,411677188266, , 
4051, , , , , , , , , 
4052,382160,382160, , , , ,382160, , 
4053,UPI=408250098201=58872 (22/3/24)+UPI=410670234837=2000 (15/4/24)+UPI=410607935936=29272(15/4/24),UPI=408250098201=58872 (22/3/24)+UPI=410670234837=2000 (15/4/24)+UPI=410607935936=29272(15/4/24),UPI=408250098201=58872 (22/3/24)+UPI=410670234837=2000 (15/4/24)+UPI=410607935936=29272(15/4/24),UPI=408250098201=58872 (22/3/24)+UPI=410670234837=2000 (15/4/24)+UPI=410607935936=29272(15/4/24), , ,UPI=408250098201=58872 (22/3/24)+UPI=410670234837=2000 (15/4/24)+UPI=410607935936=29272(15/4/24), , 
4054,702296,702296,702296,702296, , ,702296, , 
4055,480764,480764, , , , ,480764, , 
4056,042166, , , , , ,042166, , 
4057,414016748807, , , , , ,414016748807, , 
4058,010116,010116, , , , ,010116, , 
4059,409610200804,409610200804, , , , ,409610200804, , 
4060,000043,000043, , , , ,000043, , 
4061, , , , , , , , , 
4062,411511122229,411511122229, , , , ,411511122229, , 
4063,000008,000008,000008,000008, , ,000008, , 
4064,854956,854956, , , , ,854956, , 
4065,000002,000002, , , , ,000002, , 
4067, , , , , , , , , 
4068,002069,002069, , , , ,002069, , 
4069,002871,002871, , , , ,002871, , 
4070,000205,000205, , , , ,000205, , 
4071,410672203160, , , , , ,410672203160, , 
4072,409516256259 (4/4/24),409516256259 (4/4/24), , , , ,409516256259 (4/4/24), , 
4073,259381,259381, , , , ,259381, , 
4074,AXOMB09316115927,AXOMB09316115927, , , , ,AXOMB09316115927, , 
4075,000016,000016, , , , ,000016, , 
4078,000006,000006, , , , ,000006, , 
4079,410670707277,410670707277, , , , ,410670707277, , 
4080, , , , , , , , , 
4081,AXOIR10631530202 (15/4/24), , , , , ,AXOIR10631530202 (15/4/24), , 
4082,000019,000019, , , , ,000019, , 
4083,124424,124424,124424,124424, , ,124424, , 
4084,003486,003486,003486,003486, , ,003486, , 
4085, , , , , , , , , 
4086, , , , , , , , , 
4087,000002,000002, , , , ,000002, , 
4088,001462,001462,001462,001462, , ,001462, , 
4089,402734, , , , , ,402734, , 
4090,189684,189684, , , , ,189684, , 
4091,712620, , , , , ,712620, , 
4092,238218,238218,238218,238218, , ,238218, , 
4093,416021676443,416021676443, , , , ,416021676443, , 
4094,000416,000416, , , , ,000416, , 
4095,194330,194330,194330,194330, , ,194330, , 
4096,448969562436,448969562436, , , , ,448969562436, , 
4097,000021, , , , , ,000021, , 
4098,008708,008708, , , , ,008708, , 
4099,410442109809, , , ,410442109809, ,410442109809, , 
4100, , , , , , , , , 
4101, , , , , , , , , 
4102,447200370527,447200370527, , , , ,447200370527, , 
4103,409412893189, , , , , ,409412893189, , 
4104, , , , , , , , , 
4105,401579, , , , , ,401579, , 
4106,013393,013393,013393,013393, , ,013393, , 
4107, , , , , , , , , 
4108, , , , , , , , , 
4109, , , , , , , , , 
4111,000012,000012,000012,000012, , ,000012, , 
4112,410392489080,410392489080,410392489080,410392489080, , ,410392489080, , 
4114, , , , , , , , , 
4115, , , , , , , , , 
4117, , , , , , , , , 
4118, , , , , , , , , 
4119,409313964854, , , , , ,409313964854, , 
4121,411111731868, , , , , ,411111731868, , 
4124,408312630680,408312630680, , , , ,408312630680, , 
4127, , , , , , , , , 
4128,000063,000063, , , , ,000063, , 
4130,409412083808 (3/4/24), , , , , ,409412083808 (3/4/24), , 
4131,410971007852 (18/4/24), , , , , ,410971007852 (18/4/24), , 
4132, , , , , , , , , 
4133,966553,966553, , , , ,966553, , 
4134,410549213796,410549213796,410549213796,410549213796, , ,410549213796, , 
4136,000009,000009, , , , ,000009, , 
4137,239620,239620, , , , ,239620, , 
4138, , , , , , , , , 
4139,000059,000059, , , , ,000059, , 
4140, , , , , , , , , 
4142, , , , , , , , , 
4143, , , , , , , , , 
4144, , , , , , , , , 
4145, , , , , , , , , 
4146, , , , , , , , , 
4147, , , , , , , , , 
4148, , , , , , , , , 
4149, , , , , , , , , 
4150, , , , , , , , , 
4151, , , , , , , , , 
4152, , , , , , , , , 
4153, , , , , , , , , 
4154, , , , , , , , , 
4155, , , , , , , , , 
4156, , , , , , , , , 
4157, , , , , , , , , 
4158, , , , , , , , , 
4159, , , , , , , , , 
4160, , , , , , , , , 
4161, , , , , , , , , 
4162, , , , , , , , , 
4163, , , , , , , , , 
4164, , , , , , , , , 
4165, , , , , , , , , 
4166, , , , , , , , , 
4168, , , , , , , , , 
4169, , , , , , , , , 
4170, , , , , , , , , 
4171, , , , , , , , , 
4201,408662081421,408662081421,408662081421,408662081421, , ,408662081421, , 
4204,363348,363348,363348,363348, , ,363348, , 
4206, , , , , , , , , 
4208,372727,372727,372727,372727, , ,372727, , 
4211,447288396732, , , , , ,447288396732, , 
4212,408048749859,408048749859,408048749859,408048749859, , ,408048749859, , 
4214, , , , , , , , , 
4215, , , , , , , , , 
4217,409597067867 (4/4/24),409597067867 (4/4/24), , , , ,409597067867 (4/4/24), , 
4219,KKBKH24106713633, , , , , ,KKBKH24106713633, , 
4220,410691991229,410691991229,410691991229,410691991229, , ,410691991229, , 
4221, , , , , , , , , 
4222,410021716294,410021716294, , , , ,410021716294, , 
4223,445852032955, , , , , ,445852032955, , 
4224,445852032955, , , , , ,445852032955, , 
4225,101180,101180,101180,101180, , ,101180, , 
4226,410608471121,410608471121, , , , ,410608471121, , 
4227,410110635787, , , , , ,410110635787, , 
4228,410607591090,410607591090, , , , ,410607591090, , 
4229,447714040313, , , , , ,447714040313, , 
4230,013908,013908, , , , ,013908, , 
4231,000046,000046, , , , ,000046, , 
4232,000085,000085, , , , ,000085, , 
4233,000138,000138, , , , ,000138, , 
4234,409012263777, , , , , ,409012263777, , 
4235,409424058417 (3/4/24), , , , , ,409424058417 (3/4/24), , 
4236,409930796765, , , , , ,409930796765, , 
4237,239619,239619, , , , ,239619, , 
4238,445819918443,445819918443, , , , ,445819918443, , 
4239,446984662382,446984662382, , , , ,446984662382, , 
4240,409399039478, , , , , ,409399039478, , 
4241,494184, , , , , ,494184, , 
4242,446057738511,446057738511, , , , ,446057738511, , 
4243,910758,910758, , , , ,910758, , 
4244,446511874989,446511874989,446511874989,446511874989, , ,446511874989, , 
4245,000006,000006, , , , ,000006, , 
4246,001275, , , , , ,001275, , 
4247,409411551233 (3/4/24), , , , , ,409411551233 (3/4/24), , 
4248,465791,465791, , , , ,465791, , 
4249,000037,000037, , , , ,000037, , 
4250,409212071319 (2/4/24),409212071319 (2/4/24), , , , ,409212071319 (2/4/24), , 
4251,932382,932382, , , , ,932382, , 
4252,833769, , , , , ,833769, , 
4253,409313370941,409313370941, , , , ,409313370941, , 
4254,000006,000006, , , , ,000006, , 
4255,000016, , , , , ,000016, , 
4256, , , , , , , , , 
4257,409791996079,409791996079, , , , ,409791996079, , 
4258,288430,288430, , , , ,288430, , 
4259,235551,235551, , , , ,235551, , 
4260,010475,010475, , , , ,010475, , 
4261,118584,118584, , , , ,118584, , 
4262,840251,840251, , , , ,840251, , 
4263,898840,898840, , , , ,898840, , 
4264,409773751839, , , , , ,409773751839, , 
4265,409291971242, , , , , ,409291971242, , 
4266,000024,000024, , , , ,000024, , 
4267,000067, , , , , ,000067, , 
4268,028802,028802, , , , ,028802, , 
4269,554856,554856,554856,554856, , ,554856, , 
4271,000629, , , , , ,000629, , 
4272,409512470057, , , , , ,409512470057, , 
4273,385127, , , , , ,385127, , 
4274,000085,000085, , , , ,000085, , 
4275,079491,079491,079491,079491, , ,079491, , 
4276,408483,408483, , , , ,408483, , 
4277,391212,391212,391212,391212, , ,391212, , 
4278,409754118199, , , , , ,409754118199, , 
4279,000064,000064, , , , ,000064, , 
4280,009622,009622, , , , ,009622, , 
4281,000019,000019,000019,000019, , ,000019, , 
4282,410900162076,410900162076, , , , ,410900162076, , 
4283,000171,000171, , , , ,000171, , 
4284,000347,000347,000347,000347, , ,000347, , 
4285, , , , , , , , , 
4286,409215590208,409215590208, , , , ,409215590208, , 
4287,409459459286 (3/4/24), , , , , ,409459459286 (3/4/24), , 
4288,433852,433852, , , , ,433852, , 
4289,000114,000114, , , , ,000114, , 
4290,447227997515,447227997515, , , , ,447227997515, , 
4291,000008,000008, , , , ,000008, , 
4292,N093242965182343 (2/4/24),N093242965182343 (2/4/24), , , , ,N093242965182343 (2/4/24), , 
4293,445852032955, , , , , ,445852032955, , 
4294,000590,000590,000590,000590, , ,000590, , 
4295,000030,000030, , , , ,000030, , 
4296,AMCB240415001192,AMCB240415001192, , , , ,AMCB240415001192, , 
4297,000115, , , , , ,000115, , 
4298, , , , , , , , , 
4299,000417,000417, , , , ,000417, , 
4300,004683,004683,004683,004683, , ,004683, , 
4301,KKBKH24106974820, , , , , ,KKBKH24106974820, , 
4302,410421324348,410421324348, , , , ,410421324348, , 
4303,448017182729,448017182729,448017182729,448017182729,448017182729, ,448017182729, , 
4304,001253,001253, , , , ,001253, , 
4305,447209626884, , , , , ,447209626884, , 
4306,410666975375, , , , , ,410666975375, , 
4307,410688617077 (15/4/24),410688617077 (15/4/24),410688617077 (15/4/24),410688617077 (15/4/24), , ,410688617077 (15/4/24), , 
4308,168183,168183,168183,168183, , ,168183, , 
4309,100824,100824, , , , ,100824, , 
4310,000026, , , , , ,000026, , 
4311, , , , , , , , , 
4312,371985, , , , , ,371985, , 
4313,410614291835,410614291835, , , , ,410614291835, , 
4315,006974, , , , , ,006974, , 
